start_date,end_date,rows,start_price,end_price,total_return,avg_daily_return,vol20_latest,max_drawdown,total_return_pct,avg_daily_return_pct,vol20_latest_pct,max_drawdown_pct
2014-09-17,2026-03-30,4212,457.3340148925781,67482.859375,146.55705278307553,0.001807485545431195,0.022508683554634465,-0.8339900882218974,14655.705278307554,0.1807485545431195,2.2508683554634463,-83.39900882218973
